Unnamed: 0,Comment,Rating
20598,"Giving Honest review after 6 days. Why after 6 days I was testing battery of this watch and it almost last for 6 days. As it is shown battery life upto 9 days last only for 6 days.

1) I have test each and every function of watch all of them are working nice and no problem found. However there is some sight difference in reading but it is ok.

2) Heart rate is monitoring on continues basis and provides approximately correct reading.

3)Touch is really smooth I haven't found any touch delay ...
READ MORE",4
20599,"Writing this after a week of usage.

Watch looks marvelous and elite.very soft to wear..
Great to wear, good brightness level and I charged it once after buying. (Checking pulse, O2 and stess 2 times a day and also set different workout type 3 times a day)
After thorough research I bought this because THIS IS THE ONLY WATCH WHICH SHOWS NO MEASUREMENT WHEN REMOVED.
all other watches in this range showed some pulse reading and also calculated O2 and showed randomly even after removal. Also cro...
READ MORE",5
20600,"First of all, I thank E-CART for their best service in packing and delivery. Keep up the Grt Work. My Reviews follows -

And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer and other 64 Activities Tracking. Support Android and Apple OS.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do n...
READ MORE",5
20601,"Batter:- Battery backup is good, I used it by enabling almost all the features and it gives me around 8 days. It gets charge quickly
Display:- Display is good, vibrant, good visibility outside.
Design:- Looks good in the hand, looks premium, lightweight.
Features:- All tracking activity is pretty much accurate except the steps tracking, while just shaking the hand it records the steps. But this can be ignored.
Mobile App:- The mobile app is good but sometimes it does not sync properly, I have...
READ MORE",5
20602,What an amazing deal..This is more than you expect in this price range. Crystal clear display.. Huge list of activity tracking modes..more accurate heart and spO2 results. Got it for 3k in offer. Very impressed by the performance. Will gladly recommend this to someone.,5
20603,"First impression was that dial is too small for my hand.

After a couple of hours user experience was fantastic.

So many workout features + sleep tracker + sp02+ stress level sensor+ plethora of options

Zepp app is cool

Overall a good watch at this price but I suggest you to invest 1500 more and go for 5000 range watch cuz they look good with round dial.

Final verdict : Great Smart band cum watch but definitely not a fully fledged smart match.",4
20604,"Awesome watch my wife like this in anniversary gift very much
Maximum features it have which should be in your smart watch now days

Watch faces are quite good and battery backup is awesome",4
20605,Nice watch with approximately correct accuracy with the actual devices.Very good display and build quality. Almost all features are present. Go for it blindly. Best watch under this price segment. 👍🏻♥️🥰🥰🥰😄,4
20606,"Amazing product , Sleek design , Smooth operation of touch screen , Light weight, Good for measuring various daily activities and workout activities...Just Go For it...👍",5
20607,"Amazing watch. Very light weight, decent looks at this price. Perfect dial size as well as screen size. Better than Noise colour fit pro 3. But connection problem with phone.",4
20608,it's an awesome product....great display nd touch.... good battery life..... great performance..... I'm totally satisfied with this watch.....,5
20609,"Nice. Watch . When I got this form flipkart then I bewildered ,,,, very good watch ,,,, good battery life. If you it use normal then it battery life is 15 days , but I recommend that to buy redmi 6 band because it have supper amoled display ,,,,, and many features in the watch....... But the watch is too good , I impress 👍👍👍👍",5
20610,"Great choice, really go for it.
Every other brand claims their smartwatch has great features but their UI is so laggy it ruins the whole experience.
But here I not only got smooth UI but also balanced features.
Some small features that are not mentioned else where
1. Smooth UI, lagfree experience
2. You get reject as well as 'Silent' feature here which is missing in most smartwatches.
3. Cover the screen with your palm to turn off screen instantly.
Really loved the product, also I go...
READ MORE",5
20611,"*) This device is too good for this price range.
*) Good Battery Backup which last for a week.
*) Display is good with Corning Gorilla Glass.
*) Display is visible even in the sunlight.
*) Though its made of fiber body the build quality is nice.
*) Sensor is good.
*) All other features of this watch is working excellent.
*) Flipkart service is also nice with good packaging.",5
20612,"Bought a week ago. Battery life is good. UI is nice, but wakeup screen is not properly opening sometimes not always. Measurements are nearly correct. Good to buy, worth for penny.

Cons:
Setting up watch faces takes more time.
Initial update to sync watch with app takes more times, sometimes its was failed, had to spent a lot time.
Cannot access any other features when we are in any sports mode in watch",4
